asset_ref,no_damage,slight,moderate,extreme,complete
a224,7.893085783E+00,6.082153634E-02,3.526826373E-02,8.299589386E-03,2.524827622E-03
a2240,2.912997416E+00,1.645970920E-02,2.894385738E-02,1.993093511E-02,2.166808255E-02
a2241,2.914543543E+00,1.654766374E-02,2.894009410E-02,1.969956354E-02,2.026913612E-02
a2242,2.918998823E+00,1.548620539E-02,2.715152549E-02,1.859185220E-02,1.977159404E-02
a2243,2.915054066E+00,1.590719479E-02,2.801893474E-02,1.937276881E-02,2.164703538E-02
a2244,2.924094202E+00,1.491613453E-02,2.598571905E-02,1.755647937E-02,1.744746457E-02
a2245,2.912606078E+00,1.694018728E-02,2.962645784E-02,2.016116948E-02,2.066610710E-02
a2246,2.907376625E+00,1.717989481E-02,3.035627787E-02,2.110798880E-02,2.397921387E-02
a2247,2.925417233E+00,1.456232207E-02,2.540625699E-02,1.722085821E-02,1.739333014E-02
a2248,2.913237946E+00,1.640023956E-02,2.884534371E-02,1.987215299E-02,2.164431754E-02
a2249,3.883035275E+00,2.242799385E-02,3.931200014E-02,2.688505455E-02,2.833967693E-02
a225,7.697992531E+00,1.732658014E-01,1.000076099E-01,2.268697467E-02,6.047082997E-03
a2250,3.885692273E+00,2.216722816E-02,3.875113178E-02,2.635358026E-02,2.703578631E-02
a2251,3.877532762E+00,2.324752256E-02,4.086324142E-02,2.810009178E-02,3.025638198E-02
a2252,3.908982444E+00,1.792752366E-02,3.119996503E-02,2.104923893E-02,2.084082838E-02
a2253,3.876860391E+00,2.300088362E-02,4.059683170E-02,2.815538793E-02,3.138650587E-02
a2254,3.879150688E+00,2.291143996E-02,4.028092547E-02,2.771504014E-02,2.994190612E-02
a2255,3.913621388E+00,1.649170547E-02,2.889799433E-02,1.979378277E-02,2.119512915E-02
a2256,3.890848653E+00,2.147993247E-02,3.742083779E-02,2.526732924E-02,2.498324737E-02
a2257,3.899855262E+00,1.970860212E-02,3.432079331E-02,2.316945084E-02,2.294589220E-02
a2258,3.894598939E+00,2.022260164E-02,3.542242575E-02,2.421133075E-02,2.554470289E-02
a2259,3.885520864E+00,2.135187323E-02,3.764044187E-02,2.607087430E-02,2.941594687E-02
a226,7.835326489E+00,9.098398909E-02,5.460788060E-02,1.389447308E-02,5.187168046E-03
a2260,3.900035942E+00,1.886614366E-02,3.316331473E-02,2.284775550E-02,2.508684387E-02
a2261,3.877258303E+00,2.417815582E-02,4.213430645E-02,2.844022423E-02,2.798901009E-02
a2262,3.882332688E+00,2.243885677E-02,3.938675352E-02,2.701513489E-02,2.882656731E-02
a2263,3.840878145E+00,3.110069085E-02,5.439064434E-02,3.689063058E-02,3.673988973E-02
a2264,3.879160674E+00,2.307511604E-02,4.050117237E-02,2.776766529E-02,2.949537190E-02
a2265,3.900170247E+00,1.912910848E-02,3.351538579E-02,2.292660786E-02,2.425865049E-02
a2266,3.892118127E+00,2.056650925E-02,3.609431840E-02,2.476280678E-02,2.645823904E-02
a2267,3.880480635E+00,2.219779799E-02,3.920521224E-02,2.724241313E-02,3.087394123E-02
a2268,3.890079159E+00,2.156557252E-02,3.759854795E-02,2.542744753E-02,2.532927312E-02
a2269,3.884517640E+00,2.195882048E-02,3.858405566E-02,2.652022437E-02,2.841925916E-02
a227,7.842861171E+00,9.152272602E-02,5.170650925E-02,1.127487849E-02,2.634715633E-03
a2270,3.887718214E+00,2.100199540E-02,3.699884525E-02,2.559308783E-02,2.868785704E-02
a2271,4.849566380E+00,2.931089195E-02,5.121022007E-02,3.476320498E-02,3.514930288E-02
a2272,4.861662146E+00,2.692344473E-02,4.703036302E-02,3.193696923E-02,3.244707681E-02
a2273,4.856265992E+00,2.729379071E-02,4.794852567E-02,3.295263710E-02,3.553905491E-02
a2274,4.857237139E+00,2.676003490E-02,4.713286576E-02,3.258026034E-02,3.628970006E-02
a2275,4.850610040E+00,2.782100687E-02,4.913189752E-02,3.412309421E-02,3.831396108E-02
a2276,4.791406005E+00,4.054721317E-02,7.102416164E-02,4.831144663E-02,4.871117357E-02
a2277,4.858409943E+00,2.723711200E-02,4.770868323E-02,3.258441497E-02,3.405984723E-02
a2278,4.855492352E+00,2.781087643E-02,4.872108674E-02,3.327811652E-02,3.469756828E-02
a2279,4.860858239E+00,2.656301918E-02,4.659448341E-02,3.193009756E-02,3.405416107E-02
a228,7.849594695E+00,8.812313211E-02,4.939391145E-02,1.056636367E-02,2.321897852E-03
a2280,4.818886253E+00,3.564462593E-02,6.218968611E-02,4.201296446E-02,4.126647090E-02
a2281,4.860359788E+00,2.702232627E-02,4.727336017E-02,3.220026469E-02,3.314426092E-02
a2282,4.863378498E+00,2.635650070E-02,4.612542171E-02,3.145328644E-02,3.268629315E-02
a2283,4.855253622E+00,2.746331422E-02,4.826601257E-02,3.319499818E-02,3.582205307E-02
a2284,4.853338353E+00,2.775611544E-02,4.881497463E-02,3.361818519E-02,3.647237194E-02
a2285,4.733874825E+00,5.068806670E-02,8.937179604E-02,6.145181710E-02,6.461349492E-02
a2286,4.859759530E+00,2.735955885E-02,4.776266146E-02,3.238956419E-02,3.272868590E-02
a2287,4.848770742E+00,2.887457821E-02,5.068115881E-02,3.474750550E-02,3.692601552E-02
a2288,4.871480950E+00,2.518059011E-02,4.390331962E-02,2.970969303E-02,2.972544772E-02
a2289,4.852228196E+00,2.824293641E-02,4.956615753E-02,3.397717580E-02,3.598553411E-02
a229,7.861067217E+00,8.122805397E-02,4.563457547E-02,9.839507735E-03,2.230646081E-03
a2290,4.887673595E+00,2.153090284E-02,3.770208321E-02,2.577883342E-02,2.731458563E-02
a2291,4.851953312E+00,2.753613242E-02,4.864048196E-02,3.380158986E-02,3.806848352E-02
a2292,4.775426798E+00,4.401721891E-02,7.699464923E-02,5.216133977E-02,5.139999418E-02
a2293,4.843068546E+00,2.966536929E-02,5.218663737E-02,3.594635855E-02,3.913308909E-02
a2294,4.908804436E+00,1.742167259E-02,3.050588458E-02,2.088360002E-02,2.238440691E-02
a2295,4.840831482E+00,3.015215896E-02,5.304785269E-02,3.653180659E-02,3.943669985E-02
a2296,4.858674801E+00,2.671651149E-02,4.699551807E-02,3.238607167E-02,3.522709742E-02
a2297,5.824796483E+00,3.363656625E-02,5.893039952E-02,4.026540543E-02,4.237114580E-02
a2298,5.858921910E+00,2.699406218E-02,4.730057987E-02,3.237736267E-02,3.440608530E-02
a2299,5.837088243E+00,3.205361349E-02,5.584228218E-02,3.770861349E-02,3.730724803E-02
a23,9.830022255E-01,9.958767264E-03,5.579472472E-03,1.194887215E-03,2.646475809E-04
a230,7.821157028E+00,1.017407277E-01,5.910871843E-02,1.385427661E-02,4.139248801E-03
a2300,5.846136425E+00,3.007684985E-02,5.246359070E-02,3.553936529E-02,3.578376923E-02
a2301,5.860119749E+00,2.732601281E-02,4.765193953E-02,3.228346525E-02,3.261883361E-02
a2302,5.769355762E+00,4.536062691E-02,7.918688038E-02,5.352495120E-02,5.257177948E-02
a2303,5.820741176E+00,3.434522256E-02,6.023579202E-02,4.123181086E-02,4.344599827E-02
a2304,5.811677842E+00,3.573793380E-02,6.283024812E-02,4.321370233E-02,4.654027415E-02
a2305,5.844842461E+00,3.032732488E-02,5.290231132E-02,3.583730366E-02,3.609059892E-02
a2306,5.877918354E+00,2.346256077E-02,4.105371142E-02,2.803897115E-02,2.952640225E-02
a2307,5.755253098E+00,4.809697907E-02,8.401484735E-02,5.682131187E-02,5.581376370E-02
a2308,5.814958327E+00,3.507577991E-02,6.164950169E-02,4.239445723E-02,4.592193411E-02
a2309,5.827677093E+00,3.311036234E-02,5.800582061E-02,3.963039808E-02,4.157632641E-02
a231,7.851741578E+00,8.669009161E-02,4.871080554E-02,1.049252847E-02,2.364996566E-03
a2310,5.838004147E+00,3.097099976E-02,5.433350368E-02,3.723942102E-02,3.945192830E-02
a2311,5.818351383E+00,3.468649659E-02,6.086140128E-02,4.170451462E-02,4.439620423E-02
a2312,5.829927612E+00,3.275607354E-02,5.736576701E-02,3.916306324E-02,4.078748385E-02
a2313,5.696378753E+00,5.805333552E-02,1.022322389E-01,7.015934230E-02,7.317633011E-02
a2314,5.825727647E+00,3.384014014E-02,5.915954741E-02,4.022519235E-02,4.104747292E-02
a2315,5.829090962E+00,3.276363697E-02,5.742963348E-02,3.928445270E-02,4.143131452E-02
a2316,5.823417300E+00,3.276280009E-02,5.787049700E-02,4.022709282E-02,4.572231059E-02
a2317,5.678248684E+00,6.166552852E-02,1.086057133E-01,7.447632738E-02,7.700374642E-02
a2318,5.827798923E+00,3.277027847E-02,5.755645910E-02,3.953131809E-02,4.234302162E-02
a2319,6.620642917E+00,7.382417008E-02,1.295807092E-01,8.818571990E-02,8.776648378E-02
a232,7.835051301E+00,9.203730658E-02,5.477581233E-02,1.356678080E-02,4.568799618E-03
a2320,6.759662626E+00,4.725765069E-02,8.244375336E-02,5.571667092E-02,5.491929937E-02
a2321,6.773222161E+00,4.278092942E-02,7.531725856E-02,5.194519210E-02,5.673445847E-02
a2322,6.791429195E+00,3.953121607E-02,6.951963598E-02,4.785894437E-02,5.166100881E-02
a2323,6.829660684E+00,3.236898393E-02,5.680770685E-02,3.901021672E-02,4.215240875E-02
a2324,6.805990807E+00,3.806404562E-02,6.636295800E-02,4.487821795E-02,4.470397163E-02
a2325,6.814346649E+00,3.456951796E-02,6.096851952E-02,4.228205408E-02,4.783325952E-02
a2326,6.796494867E+00,3.944713676E-02,6.898589025E-02,4.694356787E-02,4.812853844E-02
a2327,6.797100291E+00,3.839370595E-02,6.753943696E-02,4.653465066E-02,5.043191503E-02
a2328,6.798422756E+00,3.754248970E-02,6.624962259E-02,4.596652541E-02,5.181860661E-02
a2329,6.648616870E+00,6.801541677E-02,1.194277826E-01,8.145174886E-02,8.248818132E-02
a233,7.886470956E+00,6.683575917E-02,3.717719907E-02,7.846491485E-03,1.669594059E-03
a2330,6.720158560E+00,5.485263426E-02,9.586445569E-02,6.492220485E-02,6.420214485E-02
a2331,6.664109133E+00,6.514702527E-02,1.143044018E-01,7.787893405E-02,7.856050604E-02
a2332,6.844852497E+00,2.964354372E-02,5.194980374E-02,3.558270149E-02,3.797145405E-02
a2333,6.797298182E+00,3.758933758E-02,6.639345965E-02,4.615619189E-02,5.256282861E-02
a2334,6.832936537E+00,3.196785208E-02,5.601789304E-02,3.834366507E-02,4.073405274E-02
a2335,6.789199710E+00,4.032861689E-02,7.075225673E-02,4.846255419E-02,5.125686245E-02
a2336,6.799976153E+00,3.843815602E-02,6.733720172E-02,4.600387372E-02,4.824461563E-02
a2337,6.798686129E+00,3.789900640E-02,6.671012147E-02,4.603942026E-02,5.066532241E-02
a2338,6.786238937E+00,3.969520312E-02,7.007717422E-02,4.865523655E-02,5.533344866E-02
a2339,6.824209625E+00,3.369835005E-02,5.903765111E-02,4.037788638E-02,4.267648787E-02
a234,8.807447549E+00,1.092511799E-01,6.376366968E-02,1.506062223E-02,4.476978863E-03
a2340,6.854890122E+00,2.778040222E-02,4.864380658E-02,3.327468006E-02,3.541098892E-02
a2341,6.787912635E+00,3.948270050E-02,6.967750328E-02,4.833796679E-02,5.458919438E-02
a2342,6.598039310E+00,7.675233823E-02,1.353787356E-01,9.303003606E-02,9.679958002E-02
a2343,6.795574015E+00,3.969806811E-02,6.939742426E-02,4.718129704E-02,4.814919517E-02
a2344,6.804686291E+00,3.755737545E-02,6.578290332E-02,4.493203960E-02,4.704139049E-02
a2345,7.774773135E+00,4.405387583E-02,7.687003497E-02,5.206927402E-02,5.223368010E-02
a2346,7.767531170E+00,4.444316279E-02,7.798517958E-02,5.344823107E-02,5.659225673E-02
a2347,7.768004605E+00,4.323168398E-02,7.622739037E-02,5.281667494E-02,5.971964591E-02
a2348,7.763197596E+00,4.425342510E-02,7.805692478E-02,5.408922291E-02,6.040283074E-02
a2349,7.762743107E+00,4.439677004E-02,7.829745569E-02,5.423185996E-02,6.033080695E-02
a235,8.817750902E+00,1.058219648E-01,5.999844246E-02,1.321271815E-02,3.215972681E-03
a2350,7.764307200E+00,4.537088032E-02,7.946794756E-02,5.425431069E-02,5.659966166E-02
a2351,7.742854074E+00,4.860706661E-02,8.555094256E-02,5.896567808E-02,6.402223911E-02
a2352,7.776388970E+00,4.238568914E-02,7.447505660E-02,5.121864787E-02,5.553163607E-02
a2353,7.764884497E+00,4.448045380E-02,7.820044380E-02,5.382684170E-02,5.860776340E-02
a2354,7.763416238E+00,4.387403904E-02,7.748248575E-02,5.384523991E-02,6.138199701E-02
a2355,7.768445376E+00,4.489660462E-02,7.849481800E-02,5.339048442E-02,5.477271679E-02
a2356,7.754675740E+00,4.555092587E-02,8.047142938E-02,5.593331860E-02,6.336858599E-02
a2357,7.798143863E+00,3.868568439E-02,6.777976177E-02,4.636213527E-02,4.902855578E-02
a2358,8.734385560E+00,5.090383376E-02,8.925879622E-02,6.108156503E-02,6.437024453E-02
a2359,8.750775754E+00,4.846375887E-02,8.466566871E-02,5.750901539E-02,5.858580286E-02
a236,8.811046362E+00,1.072918549E-01,6.252811810E-02,1.474065159E-02,4.393013647E-03
a2360,8.792269833E+00,3.972022994E-02,6.960282674E-02,4.765413652E-02,5.075297335E-02
a2361,8.501660727E+00,9.715070584E-02,1.704887609E-01,1.159281431E-01,1.147716631E-01
a2362,8.762143456E+00,4.626623869E-02,8.081137107E-02,5.488655883E-02,5.589237517E-02
a2363,8.718662602E+00,5.319365649E-02,9.356275667E-02,6.443098997E-02,7.014999531E-02
a2364,8.738980842E+00,4.935731618E-02,8.681364186E-02,5.980631952E-02,6.504188044E-02
a2365,8.776958612E+00,4.271743326E-02,7.484837818E-02,5.121127849E-02,5.426429837E-02
a2366,8.746827301E+00,4.841091985E-02,8.491232741E-02,5.816660126E-02,6.168285065E-02
a2367,8.753823660E+00,4.829190116E-02,8.419149507E-02,5.693657759E-02,5.675636627E-02
a2368,9.540646332E+00,8.733054770E-02,1.538418171E-01,1.058151787E-01,1.123661243E-01
a2369,9.813980407E+00,3.551953174E-02,6.220494597E-02,4.259360901E-02,4.570150661E-02
a237,8.798386187E+00,1.143901174E-01,6.680570360E-02,1.577120995E-02,4.646781972E-03
a2370,9.739304488E+00,4.999929406E-02,8.760158430E-02,5.990474381E-02,6.318988964E-02
a2371,9.598544285E+00,7.883393471E-02,1.377166120E-01,9.317526033E-02,9.172990763E-02
a2372,9.737596436E+00,5.036558146E-02,8.825399915E-02,6.035395024E-02,6.343003350E-02
a2373,9.494385985E+00,9.629507008E-02,1.697100454E-01,1.166754904E-01,1.229334092E-01
a2374,9.725017601E+00,5.346596809E-02,9.341553280E-02,6.346679176E-02,6.463410647E-02
a2375,9.714999434E+00,5.576480301E-02,9.731261948E-02,6.591725600E-02,6.600588729E-02
a2376,1.050241585E+01,9.483901328E-02,1.669343156E-01,1.146524146E-01,1.211584111E-01
a2377,1.069970953E+01,5.597471727E-02,9.878309055E-02,6.855797612E-02,7.697468225E-02
a2378,1.077741072E+01,4.275262063E-02,7.481447750E-02,5.111056640E-02,5.391161137E-02
a2379,1.049322649E+01,9.835690188E-02,1.724729644E-01,1.174389407E-01,1.185047013E-01
a238,8.670922416E+00,1.884503432E-01,1.089849261E-01,2.487731040E-02,6.765003799E-03
a2380,1.068263231E+01,6.053511373E-02,1.062158375E-01,7.281426941E-02,7.780246663E-02
a2381,1.065538720E+01,6.398829005E-02,1.130359307E-01,7.855008120E-02,8.903850018E-02
a2382,1.064918615E+01,6.916560637E-02,1.205290314E-01,8.132249780E-02,7.979670959E-02
a2383,1.058050964E+01,7.972252241E-02,1.403126991E-01,9.652630173E-02,1.029288344E-01
a2384,1.067579807E+01,6.038073712E-02,1.064898430E-01,7.381044297E-02,8.352090341E-02
a2385,1.066494067E+01,6.237674794E-02,1.101706004E-01,7.652542430E-02,8.598655787E-02
a2386,1.071386226E+01,5.485843762E-02,9.612973407E-02,6.575670596E-02,6.939286160E-02
a2387,1.162600229E+01,7.339561591E-02,1.280385694E-01,8.660479121E-02,8.595873695E-02
a2388,1.168192758E+01,6.103755382E-02,1.069696744E-01,7.316752472E-02,7.689766445E-02
a2389,1.162606057E+01,7.349226373E-02,1.281575038E-01,8.661500912E-02,8.567465593E-02
a239,8.811954228E+00,1.105220305E-01,6.170186833E-02,1.305051685E-02,2.771356705E-03
a2390,1.166366811E+01,6.328385861E-02,1.114027610E-01,7.691203098E-02,8.473323802E-02
a2391,1.143071665E+01,1.091032187E-01,1.919433330E-01,1.315659727E-01,1.366708296E-01
a2392,1.225875353E+01,1.417645452E-01,2.498667097E-01,1.714810364E-01,1.781341784E-01
a2393,1.263926497E+01,7.071538181E-02,1.233160981E-01,8.343140237E-02,8.327214826E-02
a2394,1.267160450E+01,6.454007594E-02,1.124317989E-01,7.595551422E-02,7.546810920E-02
a2395,1.262426037E+01,7.091840985E-02,1.247717313E-01,8.601608988E-02,9.403340060E-02
a2396,1.262686822E+01,7.258632361E-02,1.268440095E-01,8.617569513E-02,8.752575492E-02
a2397,1.261261427E+01,7.347297183E-02,1.291465468E-01,8.883155986E-02,9.593465272E-02
a2398,1.261355743E+01,7.196884871E-02,1.270373913E-01,8.816935713E-02,9.926697523E-02
a2399,1.267417574E+01,6.166184284E-02,1.083245508E-01,7.453290996E-02,8.130495946E-02
a24,9.803074804E-01,1.139410149E-02,6.487077309E-03,1.445258980E-03,3.660818023E-04
a240,8.838786766E+00,9.378671609E-02,5.301910925E-02,1.161650628E-02,2.790901884E-03
a2400,1.261968779E+01,7.343764280E-02,1.285656222E-01,8.767461987E-02,9.063432331E-02
a2401,1.262955871E+01,7.187329463E-02,1.256333178E-01,8.542579868E-02,8.750888254E-02
a2402,1.271053751E+01,5.527390414E-02,9.687264288E-02,6.636270143E-02,7.095323999E-02
a2403,1.251148523E+01,9.579238729E-02,1.673201319E-01,1.132636829E-01,1.121385725E-01
a2404,1.346656611E+01,1.048094457E-01,1.830005635E-01,1.237561234E-01,1.218677537E-01
a2405,1.334105847E+01,1.255121786E-01,2.210668216E-01,1.519418660E-01,1.604206639E-01
a2406,1.366369093E+01,6.528119428E-02,1.139922367E-01,7.744660057E-02,7.958903829E-02
a2407,1.358588641E+01,7.823310749E-02,1.376073192E-01,9.480348535E-02,1.034696829E-01
a2408,1.356593035E+01,8.098266205E-02,1.429601620E-01,9.918622364E-02,1.109406054E-01
a2409,1.360171026E+01,7.715108369E-02,1.349248142E-01,9.183422167E-02,9.437962383E-02
a241,8.824861205E+00,9.885860674E-02,5.802838809E-02,1.392397203E-02,4.327828625E-03
a2410,1.365747408E+01,6.555374380E-02,1.148689611E-01,7.861333575E-02,8.348988002E-02
a2411,1.363155686E+01,6.916671041E-02,1.218413725E-01,8.425890024E-02,9.317616005E-02
a2412,1.368126277E+01,6.115608939E-02,1.070768507E-01,7.318761181E-02,7.731668291E-02
a2413,1.356340468E+01,8.102414631E-02,1.431633462E-01,9.953178667E-02,1.128760381E-01
a2414,1.458200973E+01,8.204818012E-02,1.430436183E-01,9.672028571E-02,9.617818858E-02
a2415,1.452889473E+01,8.937289944E-02,1.571661855E-01,1.081458688E-01,1.164203114E-01
a2416,1.455490774E+01,8.407545489E-02,1.478821807E-01,1.018806718E-01,1.112539555E-01
a2417,1.472027662E+01,5.398774349E-02,9.434076255E-02,6.428339556E-02,6.711148146E-02
a2418,1.455465346E+01,8.485677580E-02,1.489550570E-01,1.021794118E-01,1.093552962E-01
a2419,1.453731593E+01,8.590739484E-02,1.517152002E-01,1.053936935E-01,1.196677778E-01
a242,8.860948439E+00,7.953393011E-02,4.589069947E-02,1.061445824E-02,3.012472933E-03
a2420,1.454075858E+01,8.520435619E-02,1.504764735E-01,1.045509046E-01,1.190096835E-01
a2421,1.454471512E+01,8.466366499E-02,1.495394061E-01,1.038949187E-01,1.171868921E-01
a2422,1.465521754E+01,6.611453309E-02,1.157547245E-01,7.911731326E-02,8.379589041E-02
a2423,1.456701811E+01,8.200821402E-02,1.441468674E-01,9.918094602E-02,1.076458637E-01
a2424,1.456317711E+01,8.158054313E-02,1.437962816E-01,9.955034569E-02,1.118957168E-01
a2425,1.468022097E+01,6.123411404E-02,1.072021706E-01,7.329948977E-02,7.804325919E-02
a2426,1.460846087E+01,7.639349574E-02,1.333233741E-01,9.040211234E-02,9.142015234E-02
a2427,1.453527182E+01,8.629051540E-02,1.524021171E-01,1.058783829E-01,1.201571669E-01
a2428,1.517385461E+01,1.612531750E-01,2.827061531E-01,1.920561567E-01,1.901299049E-01
a2429,1.550177680E+01,9.231874484E-02,1.631604001E-01,1.135008977E-01,1.292431558E-01
a243,8.806650756E+00,1.130759326E-01,6.355047674E-02,1.366210558E-02,3.060729243E-03
a2430,1.552411052E+01,8.927699615E-02,1.573035609E-01,1.087611689E-01,1.205477514E-01
a2431,1.552893445E+01,8.888465069E-02,1.563686807E-01,1.077769164E-01,1.180353057E-01
a2432,1.550997565E+01,9.123925354E-02,1.611202041E-01,1.118812789E-01,1.257836184E-01
a2433,1.556356907E+01,8.588783399E-02,1.496268374E-01,1.010298915E-01,9.988636468E-02
a2434,1.553658605E+01,8.645979289E-02,1.524592215E-01,1.056322771E-01,1.188626558E-01
a2435,1.647625988E+01,9.964089584E-02,1.750817020E-01,1.202899819E-01,1.287275442E-01
a2436,1.649085013E+01,9.621733070E-02,1.692421090E-01,1.165877477E-01,1.271026785E-01
a2437,1.648675825E+01,1.003874868E-01,1.752419017E-01,1.187347072E-01,1.188776548E-01
a2438,1.605660257E+01,1.800318799E-01,3.173929736E-01,2.180427345E-01,2.279298407E-01
a2439,1.651497023E+01,9.484959375E-02,1.655345441E-01,1.121548931E-01,1.124907362E-01
a244,8.803375652E+00,1.145087092E-01,6.471883751E-02,1.410329873E-02,3.293502598E-03
a2440,1.651913409E+01,8.947129780E-02,1.579023908E-01,1.095990351E-01,1.238931851E-01
a2441,1.619022589E+01,1.586796137E-01,2.777186583E-01,1.882127040E-01,1.851631357E-01
a2442,1.641607068E+01,1.145288524E-01,1.999298467E-01,1.352985812E-01,1.341720366E-01
a2443,1.653873552E+01,8.799523710E-02,1.543637717E-01,1.058158048E-01,1.130896656E-01
a2444,1.650668567E+01,9.346618018E-02,1.643781204E-01,1.131923120E-01,1.222777152E-01
a2445,1.666614401E+01,6.380098856E-02,1.117311734E-01,7.647953997E-02,8.184428450E-02
a2446,1.605675468E+01,1.799996346E-01,3.174297715E-01,2.181716478E-01,2.276442676E-01
a2447,1.649281837E+01,9.388429139E-02,1.658494847E-01,1.153281353E-01,1.321197203E-01
a2448,1.650455961E+01,9.665557062E-02,1.688081600E-01,1.145265310E-01,1.154501294E-01
a2449,1.652438109E+01,9.339199708E-02,1.628143123E-01,1.100739963E-01,1.093386050E-01
